Name;Ticker;Id;ISIN
Polaris Media;POL;8537;NO0010466022
poLight;PLT;12664;NO0010341712
Polimoon;POLI;7920;NO0010263916
Porsgrunds Porselæn;POR;2343;NO0005230409
Powel;POWEL;7966;NO0003084105
Privatbanken;PRI;7782;NO0010071061
Procon Offshore;POA;6027;NO0003076903
Profdoc;PRO;6124;NO0003109308
Pronova;PRO;2344;NO0005374504
Pronova BioPharma;PRON;8410;NO0010382021
Prosafe;PRS;6010;CY0100470919
Prosafe;PRS;6010;NO0010861990
Prosafe Production Public;PROD;8499;CY0100610910
Prospector Offshore Drilling;PROS;11226;LU0533752860
Protector Forsikring;PRF;2345;NO0003029803
Protector Forsikring;PROTCT;8322;NO0010209331
Provida;PRV;5120;NO0003014904
Proxima;PRX;5176;NO0005621201
PSI Group;PSI;6793;NO0010098247
Q-Free;QFR;7065;NO0003103103
Questerre Energy Corporation;QEC;7938;CA74836K1003
RAK Petroleum;RAKP;12373;GB00BRGBL804
Raufoss;RAU;1319;NO0005257709
RC Gruppen;RCG;6028;NO0003074908
Reach Subsea;REACH;2319;NO0003117202
Realia;REA;1320;NO0005261008
REC Silicon;REC;8080;NO0010112675
REC Solar;RECSOL;12217;NO0010686934
Reitan Narvesen;RNA;5128;NO0003057705
Rem Offshore;REM;8270;NO0010353964
Remedial (Cyprus) Public;ROFF;8512;CY0100130919
Rena Karton;REN;2346;NO0005269605
RenoNorden;RENO;12388;NO0010723141
Repant;REPANT;8224;NO0003108508
Reservoir Exploration Technology;RXT;8002;NO0010277957
RGI (Antilles);RGI;5101;ANN7425Q1095
Rica Hotels;RIC;2347;NO0010154172
Rieber & Søn;RIE;2348;NO0004951104
Rieber & Søn B;RIEB;2348;NO0004951112
Rieber Shipping;RIS;6125;NO0003097206
Rocksource;RGT;2459;NO0003987901
Rogalandsbanken;RBK;1668;NO0003018509
RomReal;ROM;8353;BMG763301022
Ross Offshore;ROO;1744;NO0003474702
Rosshavet;ROS;2350;NO0003350407
Rottefella;WIT;2351;NO0005891507
Roxar;ROX;6029;NO0003073801
Roxar;ROX;6035;NO0003060402
Royal Caribbean Cruises;RCL;6046;LR0008862868
S.D. Standard Drilling;SDSD;11233;CY0101550917
SADG nye grunnfondsbevis;SADGN;5024;NO0010207764
Saferoad Holding;SAFE;12555;NO0010781743
Saga Petroleum;SAG;1117;NO0005327205
Saga Petroleum B;SAGB;1117;NO0005327270
Saga Petroleum F;SAGF;1117;NO0005327221
Saga Petroleum KB;SAGN90;1117;NO0005327296
Saga Petroleum KF;SAGL90;1117;NO0005327288
Saga Petroleum Konverterte A;SAGK;1117;NO0005327361
Saga Petroleum Konverterte B;SAGL;1117;NO0005327379
Saga Pure;SAGA;11191;NO0010572589
SalMar;SALM;8288;NO0010310956
Salmones Camanchaca;SALMON;12593;CL0002409135
Sandnes Sparebank;SADG;5024;NO0006001007
Sandnes Sparebank Nye;SADN;5024;NO0006001080
Sandsvær Sparebank;SANG;1779;NO0006000108
Santech Micro Group;SMG;5022;NO0003053506
SAS AB;SAS NOK;1387;SE0003366871
SAS Betalt interimsbevis;SASI;1387;SE0000814527
SAS Norge B;SASB;2239;NO0003920019
SATS;SATS;12737;NO0010863285
Sbanken;SBANK;12452;NO0010739402
SCAN Geophysical;SCANG;8348;NO0010325103
Scan Subsea;SCASUB;8384;NO0010375157
Scana;SCANA;5059;NO0003053308
ScanArc;SCAN;8298;NO0010357338
Scandinavia Online;SCO;6364;SE0000673907
Scandinavian Clinical Nutrition;SCN;8415;SE0001789793
Scanship Holding;SSHIP;12294;NO0010708068
Scatec;SSO;12354;NO0010715139
Schibsted;SCH;2354;NO0003028904
Schibsted ser. B;SCHB;2354;NO0010736879
Scorpion Offshore;SCORE;8005;BMG786761061
Scribona AB ser. B;SCRI B NOK;6785;SE0000188518
SDS Shipping og Offshore;SDS;2355;NO0003366304
SE Labels;SLA;6808;NO0010104961
SE Labels gammel;SLA;2386;NO0005598904
Sea Farm;SEA;2356;NO0005371609
SeaBird Exploration;SBX;8025;CY0101162119
Seadrill;SDRL;7968;BMG7945E1057
Seadrill;SDRL;7968;BMG7998G1069
SeaDrill Invest;OIL;7805;BMG6709U1071
Seadrill REG S;SDRL R;7968;BMG8000W1139
Seajacks International;SEAJ;8409;BMG7947D1056
Seateam Technology;STM;6005;NO0003072001
Self Storage Group;SSG;12578;NO0010781206
Selmer;SEL;5023;NO0003049306
Selvaag Bolig;SBO;11291;NO0010612450
Sense Communications International;SNS;6736;NO0010035025
SensoNor;SEN;2359;NO0005379503
SensoNor K;SENK;2359;NO0005379586
Serendex Pharmaceuticals;SENDEX;12302;DK0060563427
Serodus;SER;11242;NO0010549801
Sevan Drilling;SEVDR;11243;BMG8070J1099
Sevan Drilling;SEVDR;11243;NO0010455793
Sevan New Shares;SEVAN N;7820;NO0010630502
Shelf Drilling;SHLF;12640;KYG236271055
Siem Industries;SIM;6020;KYG812261058
Siem Offshore;SIOFF;7956;KYG813131011
Siem Shipping;SSI;6776;KYG813241083
Sigmalm;SIGMALM;2360;NO0003371304
Simrad A;SMD;2361;NO0005396408
Simrad B;SMDB;2361;NO0005396416
Simrad Optronics;OPT;2362;NO0005396200
Simrad Optronics;SIT;7952;NO0005396200
Simtronics;SIMTRO;8240;NO0010349830
SinOceanic Shipping;SINO;6737;NO0010052350
Sinvest;SIN;6777;NO0010094519
Skandia;SKG;None;NO0005413104
Skaugen Petrotrans;SPT;2365;NO0003023103
Skiens Aktiemølle;SKI;2369;NO0005418004
Skipskredittforeningen;SKF;1240;NO0003051104
Skue Sparebank;SKUE;6143;NO0006001809
Smedvig ser. B;SMEB;2372;NO0003390213
Smedvig ser. A;SME;2372;NO0003390205
Smedvig Tankships Ltd.;SMT;2373;BMG8226B1090
Software Innovation;SOI;6142;NO0003058901
Solstad Farstad;SOFF;6066;NO0003080608
Solstad Offshore ser. B;SOFFB;6066;NO0010771215
Solvang;SOLV;2367;NO0003390007
Songa Offshore;SONG;8022;CY0100962113
SpareBank 1 BV;SBVG;2352;NO0006000207
SpareBank 1 Nord-Norge;NONG;1972;NO0006000801
SpareBank 1 Nordvest;SNOR;1823;NO0010691660
SpareBank 1 Nøtterøy - Tønsberg;NTSG;1248;NO0010391295
SpareBank 1 Ringerike Hadeland;RING;5125;NO0006390400
SpareBank 1 SMN;MING;1695;NO0006390301
SpareBank 1 SR-Bank;ROGG;1797;NO0006000009
SpareBank 1 SR-Bank;SRBANK;1797;NO0010631567
SpareBank 1 Østfold Akershus;SOAG;5195;NO0010285562
SpareBank 1 Østlandet;SPOL;5204;NO0010751910
Sparebanken Flora-Bremanger;FLOG;6350;NO0010044183
Sparebanken Møre;MORG;1652;NO0006390004
Sparebanken Møre N;MORN93;1652;NO0006390095
Sparebanken Møre N;MORK;1652;NO0006390087
Sparebanken NOR N;SNON;1827;NO0006390194
Sparebanken Nordland;NORG;1604;NO0006000405
Sparebanken Rana;RANG;5056;NO0006001106
Sparebanken Sør;SOR;1814;NO0006001502
Sparebanken Telemark;SBTE;8332;NO0010664782
Sparebanken Vest;SVEG;1642;NO0006000900
Sparebanken Vestfold;VFOG;2374;NO0006000306
Sparebanken Øst;SPOG;1636;NO0006222009
Spb. Eiker Drammen N;SEDN;1636;NO0006222181
SPCS-Gruppen;SPC;5149;NO0003057200
Spectrum;SPU;8507;NO0010429145
Spits;SPITS;8214;NO0010340003
Star Bulk Carriers;SBLK;12642;MHY8162K2046
Star Holding;SHO;2375;NO0005489401
Star Paper Mill B-Aksjer;SPB;2375;NO0005489419
Statoil Fuel & Retail;SFR;11206;NO0010584063
Stavanger Aftenblad;STA;2377;NO0005493601
Stavdal;SMA;6126;NO0003089302
Steen & Strøm;SST;2378;NO0003046203
Stento;STN;2349;NO0003042608
Stentofon;STE;2379;NO0005525808
StepStone;STP;6294;NO0010010473
STO nye aksjer;STON;6030;LU0186151188
Stolt Offshore A;SCSA;6030;LU0087747498
Stolt Partner;SPA;2380;LU0049754210
Stolt-Nielsen;SNI;5097;BMG850801025
Stolt-Nielsen B;SNIB;5097;LU0062738231
Storebrand;STB;1955;NO0003053605
Storebrand P;STBP;1955;NO0003053688
Storm Real Estate;STORM;11189;NO0010360175
STX Europe;STXEUR;7775;NO0010222995
Subsea 7;SUB;7187;KYG8549P1081
Subsea 7;SUBC;6030;LU0075646355
Sunnmørsbanken;SBK;2383;NO0003020604
SuperOffice;SUO;5102;NO0003054736
Swan Reefer;SWR;6067;NO0003089609
Sydvaranger;SYD;1180;NO0005597203
Synnøve Finden;SFM;6134;NO0003073108
Sysdeco;SDC;6123;NO0003109209
Sævik Supply;SUP;5193;NO0003065906
Sølvtrans;STRANS;8626;NO0010566854
Sørlandsbanken;SOR;2387;NO0003001000
Tandberg;TAA;2388;NO0005620856
Tandberg Data;TAD;2389;NO0005621102
Tandberg Storage;TST;7619;NO0010190341
Tandberg Television;TAT;5205;NO0003070906
Tanker Investments;TIL;12273;MHY849271058
Tanker Navigation;TNT;6115;NO0003088502
Targovax;TRVX;12499;NO0010689326
Team Shipping;TSH;6096;NO0003094005
Team Tankers International;TEAM;12413;BMG870871057
Technor;TEC;6041;NO0005625103
Tecmar Technologies Int.;TTI;6109;USU872831040
Teco Maritime;TECO;7778;NO0010176324
Teekay Petrojarl;TPO;8155;NO0010309560
Telecast;TCA;2261;NO0005098517
TeleComputing;TCO;6402;NO0003083008
Telenor;TEL;6233;NO0010063308
TGS-NOPEC Geophysical Company;TGS;6070;NO0003078800
The Scottish Salmon Company;SSC;8623;JE00B61ZHN74
Thin Film Electronics;THIN;8458;NO0010299068
Thrane-Gruppen;THR;5206;NO0003062804
Tide;TIDE;2272;NO0003194201
TietoEVRY;TIETOO;12743;FI0009000277
Tiki-Data;TIK;2391;NO0004635707
Tomra Systems;TOM;2392;NO0005668905
Tordenskjold;TOR;6048;NO0003069502
Totens Sparebank;TOTG;1662;NO0006001205
Tou;TOU;2393;NO0005682609
Transeuro Energy Corp.;TSU;8251;CA8936516043
Transeuro Energy Corp. New Shares;TSU R;8251;CA8936515052
Transnor Rig;TNR;2394;NO0003014805
Transocean;TOD;2395;NO0003063505
Transocean Offshore;RIG;5178;US8938171068
Treasure;TRE;12495;NO0010763550
Trefoil;TREF;8003;BMG9027E1021
Tribona;TRI;8373;NO0010329394
Trolltech;TROLL;8132;NO0010317647
Troms Fylkes Dampskibsselskap;TFDS;7612;NO0003434003
Tromsbanken;TRB;2397;NO0003022006
Tsakos Energy Navigation;TEN;2302;BMG9108L1081
Ugland Nordic Shipping;UNS;2418;NO0003042400
Ugland Nordic Tankers;UNT;6086;NO0003086605
Ulstein Holding;ULS;6060;NO0003087405
Ultimovacs;ULTIMO;12711;NO0010851603
UNI Storebrand F;UNSF;1955;NO0003053639
UNI Storebrand PRF;UNPF;1955;NO0003053696
Unified Messaging Systems;UMS;12531;NO0010044225
Unison Forsikring;UNISON;7962;NO0010127038
Unit 4 Agresso;UNI;6738;NL0000389096
Unitor;UTO;1329;NO0005772004
Vard B;VARB;2399;NO0003318719
Veidekke;VEI;2400;NO0005806802
Veripos;VPOS;11294;KYG934001028
Vesta-Gruppen;VES;1106;NO0003055600
Vestenfjelske Bykreditt;VBY;1555;NO0003020208
Vestlandsbanken;VBK;2401;NO0003024507
VIA Travel Group;VIA;7934;NO0010269970
Viking Supply Ships;VSS;2402;NO0003461709
Viking-Askim;VIK;1063;NO0005846915
Visma;VIS;5057;NO0003054405
Vistin Pharma;VISTIN;12436;NO0010734122
Vital Forsikring;VIT;1736;NO0003044000
Vital Forsikring F;VITF;1736;NO0003044034
Vizrt;VIZ;7923;IL0010838154
VMetro;VME;6071;NO0003074601
Voice;VOI;6113;NO0005857508
Voss Veksel- og Landmandsbank;VVL;2403;NO0003025009
Wabo;WAB;6138;NO0003113201
Wallenius Wilhelmsen;WALWIL;11186;NO0010571680
Waterfront Shipping;WAT;2268;NO0003473001
Wavefield Inseis;WAVE;8282;NO0010295504
Webstep;WSTEP;12575;NO0010609662
Wega Mining;WEMI;8329;NO0010324585
Weifa;WEIFA;8109;NO0010308240
Wentworth Resources;WRL;7953;CA9506771042
Wentworth Resources;WEN;7953;JE00BGT34J81
Wenaas;WEN;5175;NO0003060303
Western Bulk;WBULK;11338;NO0010691298
Western Bulk Shipping;WBS;2404;NO0003042905
Wilh. Wilhelmsen Holding ser. A;WWI;2405;NO0010571698
Wilh. Wilhelmsen Holding ser. B;WWIB;2405;NO0010576010
Wilrig;WIR;2406;NO0005885004
Wilrig M.K.;WIRL;2406;NO0005885061
Wilson;WILS;7915;NO0010252356
Winder;WIN;2238;NO0003360307
Wintershall Norge ASA;WNOR;7943;NO0010270309
XACT Bygg og Eiendom;XACTBYGGEIENDOM;11234;LU0530353456
XACT Derivat BEAR;OBXEXDBEAR;7918;NO0010405855
XACT Derivat BULL;OBXEXDBULL;7918;NO0010405848
XACT Energi;XACT ENERGI;11234;LU0530353373
XACT Finans;XACT FINANS;11234;LU0530353290
XACT Industri;XACT INDUSTRI;11234;LU0530353886
XACT Konsum;XACT KONSUM;11234;LU0530353613
XACT Legemiddel;XACT LEGEMIDDEL;11234;LU0530353704
XACT Materialer;XACT MATERIALER;11234;LU0530353969
XACT Norden 120;XACT NORDEN 120;11234;LU0530353027
XACT OBX;OBXEXACT;7918;NO0010262249
XACT OBX;OBXEXACT;7918;SE0009723026
XACT OBX Bear;OBXEXDBEAR;7918;SE0009723000
XACT OBX Bull;OBXEXDBULL;7918;SE0009723034
XACT Oil Service;XACT OILSERVICE;11234;LU0554583590
XXL;XXL;12357;NO0010716863
Yara International;YAR;7760;NO0010208051
Zalaris;ZAL;12310;NO0010708910
Zenitel;ZENT;6429;BE0003806230
Zoncolan;ZONC;8383;NO0010373947
